model_name,optimizer,model_key,seed_word_urdu,seed_word_english,temperature,generated_text,vocab_diversity,repetition_rate,avg_word_length,total_words,unique_words
RNN,RMSprop,RNN_RMSprop,یاد,Memory,1.3,یاد سے ہوتا مانے تھرتھرا ہم روتے بڑھے اس کہنا ہے رکھیے ہیں تھا شیعہ صدا لڑکوں شیفتہ کر بے کشور بات رہتا کالر خود صبح,1.0,0.0,3.5,26,26
RNN,RMSprop,RNN_RMSprop,خوشی,Happiness,0.7,خوشی کی ہوا کی تو دل کا کے اس کو ہیں تو تھی کیا مہینوں کا میرا کہ ہاتھ و ہے ہے اے کر ہیں نہ,0.8076923076923077,0.0,2.5384615384615383,26,21
RNN,RMSprop,RNN_RMSprop,خوشی,Happiness,1.0,خوشی گئیں جان بھی تقوی پتھر آگے دے ڈھنگ ہے برا مشورت بھر ہائے چھائی ہے کی سبحۂ سوا لہلہا مجھ کسی ساز ہیں وہ آشناؤں,0.9615384615384616,0.0,3.423076923076923,26,25
RNN,RMSprop,RNN_RMSprop,خوشی,Happiness,1.3,خوشی بسیار جیون شمع فریبی اب قسمت نثار کوہ کار کہا بھولی ہوتی چرا نم گزر تارہ کے رنگ کرن ڈنر نہ دلبری بے ہے باغبانی,1.0,0.0,3.4615384615384617,26,26
RNN,SGD,RNN_SGD,محبت,Love,0.7,محبت سر دل ہوئی ہے تو ہی تر ہے اے دل کی بزم کہاں ہے نہ لکھو میں ہو یا اس کا ہے سال میں کھو,0.8076923076923077,0.0,2.5,26,21
RNN,SGD,RNN_SGD,محبت,Love,1.0,محبت کی قیامت دیا لیے یاں سے دم پانچ کھینچنا ہے میرے خبر ایماں ہے تمہیں مصلحت ندا ہے ذرا چھتیاں مندر کو ہو سنے متاع,0.9230769230769231,0.0,3.4615384615384617,26,24
RNN,SGD,RNN_SGD,محبت,Love,1.3,محبت خاک کش کرشمے ہو مثل لٹے ابر باندی کی جانب قے ہے ابھرے یگانے دیئے کرتی ہے کچھ ہوا ویرانی درد کی رونے رہا تمہیں,0.9230769230769231,0.0,3.423076923076923,26,24
RNN,SGD,RNN_SGD,دل,Heart,0.7,دل میں یوں جو ہوتی ہے تو پیار و بر و عشق میں ہے یہ دھیان کہ ولے بے رہ لیا نہ ہو گئی نہ وہ,0.8461538461538461,0.0,2.4615384615384617,26,22
RNN,SGD,RNN_SGD,دل,Heart,1.0,دل تصویر ہوں میں آہوئے فرد نہیں دھواں بھاری ہے آ اے اک کچی ہے تری نظر رنگ ہے کیا سنبھل ملتا ہے ہم میں کہیے,0.8461538461538461,0.0,3.1538461538461537,26,22
RNN,SGD,RNN_SGD,دل,Heart,1.3,دل پہ جام جاں گردون حزیں جسے عطر لکھیں رہ کر حکیم حیواں سے برباد بولتا ملتا ربط ہوگا سامنا ہے زر کے کام نگیں کو,1.0,0.0,3.3076923076923075,26,26
RNN,SGD,RNN_SGD,شام,Evening,0.7,شام ہو گئے کوئی آج ہی برابر ہے ہم حسن ویسی کو ہے چاندنی و دیوار پہ ہے جو تنہا ہے اکثر تک کہ ہم سے,0.8461538461538461,0.0,2.769230769230769,26,22
RNN,SGD,RNN_SGD,شام,Evening,1.0,شام پیاری کی نگاہ بچئے ہیں پھر کدھر لگیں گے ہے فراقؔ قافلوں میں اک دیوار معلوم ہے یوں ہے ہم عالم میں چھا کے معاملہ,0.8846153846153846,0.0,3.423076923076923,26,23
RNN,SGD,RNN_SGD,شام,Evening,1.3,شام مسطح کو کمتریں آساں جائیے <OOV> تھے ہم میں خرابوں گلیوں کے ندی ٹھہرا ملیں نہیں دیتے ہے پاک کھلی عیش عرصۂ بحر جس کو,0.9615384615384616,0.0,3.576923076923077,26,25
RNN,SGD,RNN_SGD,یاد,Memory,0.7,یاد ہوئے خاکہ کو بھی نہ اے قدم شوق سے غم کر کر جائے گا مری کرشمہ نگراں میں آیا ہے سعی میں ہے جو بھی,0.8461538461538461,0.0,2.8461538461538463,26,22
RNN,SGD,RNN_SGD,یاد,Memory,1.0,یاد اسے رتیاں سکا ہم دل بنی ہے دنیا کوں چھری جگانا لگیں پرواز لے جاتا ہوں میں اپنے برگ کی ماتم ہے ابھی نہیں بارش,0.9615384615384616,0.0,3.3461538461538463,26,25
RNN,SGD,RNN_SGD,یاد,Memory,1.3,یاد خاک ساحری نیم لطف فاصلہ بڑے پیکان پھری ہوتا ہو شراب لیکن یار بھی دو تہذیب نکلے نہ ہمدمو لمحہ میں شرافت پرانا کیوں چکی,1.0,0.0,3.6923076923076925,26,26
RNN,SGD,RNN_SGD,خوشی,Happiness,0.7,خوشی میرا بھی عشق ہو تو غیر کا کچھ بات تھا ہم میں کھلا اس کی طرف دل ہے ہم الٹی کے لیے دل کو آئے,0.9230769230769231,0.0,2.6923076923076925,26,24
RNN,SGD,RNN_SGD,خوشی,Happiness,1.0,خوشی نالہ ہو کسی کے بے شوق ہونا تھا ساقی ہمیشہ مٹا ہے وہ چشم سا تنہا اسے تماشا لگتا ہے بہت کوں نگارخانۂ نہ نہیں,0.9615384615384616,0.0,3.3076923076923075,26,25
RNN,SGD,RNN_SGD,خوشی,Happiness,1.3,خوشی ہوئے خاک خوبی کو نکلا تگ کا بدلتے ہم جانا شریک لرز نہیں تھا ہم باندھے تمام سے سکھائی مکاں رہا ہوں کہیں سرمایہ شمشاد,0.9615384615384616,0.0,3.6538461538461537,26,25
LSTM,Adam,LSTM_Adam,محبت,Love,0.7,محبت میں کہ دماغ کے مہری بے گردش ہی اللہ کو تو جاتی ہے خواب کا پابند نہ سکتی ہے اس میں تو وہ عہد نکلا,0.8846153846153846,0.0,2.923076923076923,26,23
LSTM,Adam,LSTM_Adam,محبت,Love,1.0,محبت گفتگو جھکا آئے کہہ عید سے بھی اضطراب اور وہ ذہن کیسی لطیف شباب کے ناشاد کے روزن پر بھی گا چمن کا اک یارب,0.9230769230769231,0.0,3.230769230769231,26,24
LSTM,Adam,LSTM_Adam,محبت,Love,1.3,محبت چاپ ایک اب بھی تو کو داماں نیاز دلیل کہ رہنے کا علم تھی ورنہ نظر لیتے ہیں وہ تماشائی بر وفا مگر کے علویؔ,1.0,0.0,3.230769230769231,26,26
LSTM,Adam,LSTM_Adam,دل,Heart,0.7,دل سے کہانی ہے درد کو کھڑا سے ہے میں داغؔ میں رہے ہیں دل چکی ہیں نہ کہ وہ کامیاب ہو جائے ہے بے بات,0.7692307692307693,0.0,2.8076923076923075,26,20
LSTM,Adam,LSTM_Adam,دل,Heart,1.0,دل ہوئے تیغ دولت سے کیا طشت ترے آتی کر اللہ کے سن کرے ممکن ہو ہو ہوگی پری سایے کی چاند کا پھر آئے ہے,0.9615384615384616,0.0,2.8846153846153846,26,25
LSTM,Adam,LSTM_Adam,دل,Heart,1.3,دل گرے پھرتی بنے ہو بسکہ ہے کف مری تیر کہا تھی آپ کو میں شرح کہنہ نیاز سکا نہ کرم کی رخصت جاؤ کہ گناہی,1.0,0.0,3.0,26,26
LSTM,Adam,LSTM_Adam,شام,Evening,0.7,شام کی یاد اس ہی کے غم و پیارے ہے کیا تو ہوا کر سکے ہوں نہ ہو ہو ہے دشمن کر رہا ہیں اس کی,0.8076923076923077,0.0,2.4615384615384617,26,21
LSTM,Adam,LSTM_Adam,شام,Evening,1.0,شام گر پڑا اور تری بحر نے گزرا نہیں چکی ہے مے آئینہ کی انگبیں میں اور پہلے روانی مرا کیا رہا ہوئے پردہ کے ہاتھوں,0.9615384615384616,0.0,3.3461538461538463,26,25
LSTM,Adam,LSTM_Adam,شام,Evening,1.3,شام نہ کر کھاؤں کتابوں میں ایسا مرنے لکھوں تو کوئی پھر سمجھے ہو کیا دور رہے ہیں تو ہوں میری تلوار ہیں تاثیر آئیں مر,0.9230769230769231,0.0,3.4615384615384617,26,24
LSTM,Adam,LSTM_Adam,یاد,Memory,0.7,یاد کیا ملے ادا کا گریباں میں آپ ہیں بھی ہو جاتے ہیں ہم مرے شب میں کیا ہے حرم کو ہوں و پتھر سے نہ,0.8846153846153846,0.0,2.769230769230769,26,23
LSTM,Adam,LSTM_Adam,یاد,Memory,1.0,یاد ہوں تو پنجۂ رسانی و برساؤ کریں نہ یاد ہے کیا بے شرطیں ذوق کھا ہے یہ آنکھیں وہی ہوئی میرے جیسے عیش کوئی لے,0.9230769230769231,0.0,3.230769230769231,26,24
LSTM,Adam,LSTM_Adam,یاد,Memory,1.3,یاد نے ہی دار ہمت شاید جس پنہاں دیکھا ہوتی نہیں گیا بدعت شیشہ عمر شب چمن ہے اسیری ٹکرا میں تمثال کہ کوئی آئینۂ آشنائیاں,1.0,0.0,3.6153846153846154,26,26
LSTM,Adam,LSTM_Adam,خوشی,Happiness,0.7,خوشی کو ہم کو نہیں رنجور سکتی ہے بھی اسے مجھ پہ تو کیا کیا گا ہی کہیے ہے نہ گا کہ اس بھی کیا نہ,0.7307692307692307,0.0,2.6923076923076925,26,19
LSTM,Adam,LSTM_Adam,خوشی,Happiness,1.0,خوشی تھے گام آ نہیں تھی شوق سروں کی سی یہ نہ چین پر خدا کو جس کو بھلا دیتا ہے شخص تھے بہت بجھے کہ,0.9230769230769231,0.0,2.769230769230769,26,24
LSTM,Adam,LSTM_Adam,خوشی,Happiness,1.3,خوشی پرانے گے ابھی جی شیدا آوے ہے وصل مرے جگر ہوں ہی حیراں گزرے ہے وحشت واسطے رہی گئے شاداب بخت آیا ہے ترا مسلسل,0.9230769230769231,0.0,3.3461538461538463,26,24
LSTM,RMSprop,LSTM_RMSprop,محبت,Love,0.7,محبت میں رہے ہیں کہ کوں بات ہیں کہ بھی پرس تھا اور ہم پر ہی نہیں ہوتا ہے اپنی دل کا نہ ہو لے تو,0.9230769230769231,0.040000000000000036,2.6923076923076925,26,24
LSTM,RMSprop,LSTM_RMSprop,محبت,Love,1.0,محبت بوقت جاتا ہے صلائے سے ہے میرے تھے گدائے اب ہوں گے بھی چھوڑتے رہے ہیں جب ملوک گی در کرکے جب کسی کی مطلب,0.9230769230769231,0.0,3.1538461538461537,26,24
LSTM,RMSprop,LSTM_RMSprop,محبت,Love,1.3,محبت بچپنے میں کچھ چٹان دونوں طرح سمجھیے نہ دیکھو ہم مرے قبلہ زباں ناصحوں ہوش کچھ انگیز ہے نیازی کا رنگیں بسیں نہ تشنگیٔ کام,0.9230769230769231,0.0,3.8076923076923075,26,24
LSTM,RMSprop,LSTM_RMSprop,دل,Heart,0.7,دل و بات و عبادت پر ہیں اب اک قریب ہیں غزل تھا کہ جو لیے ہے کہ چشم سے کچھ نہیں ہے اس نے میں,0.8461538461538461,0.0,2.5384615384615383,26,22
LSTM,RMSprop,LSTM_RMSprop,دل,Heart,1.0,دل کے رلاتی سے کیا ثواب سمیٹا نہیں سکے دو میرا دوہری دم بھی نہیں پرایا ساتھ تیرا نہیں ہوا ہے جس سے کیا ہوں گے,0.8461538461538461,0.040000000000000036,3.230769230769231,26,22
LSTM,RMSprop,LSTM_RMSprop,دل,Heart,1.3,دل کو بدلیاں دشت دل ڈھلوانوں <OOV> ہو ہوتا راہ درد جزر کے امیدواری بقول آتے ہیں اور جس لے ہم <OOV> قراری قراری قراری نہیں,0.8461538461538461,0.040000000000000036,3.6923076923076925,26,22
LSTM,RMSprop,LSTM_RMSprop,شام,Evening,0.7,شام اک اپنی ہی نہیں کیا آتا ہے کہ بہار کر کے لیے ہے طرح کو ہو رکھ ہوا کی داغ نظر ہو رہی ہوں میں,0.9230769230769231,0.0,2.6923076923076925,26,24
LSTM,RMSprop,LSTM_RMSprop,شام,Evening,1.0,شام ہو کی یوں چشم کہئے نخواستہ رہ جائے گا کم کر کرتے ہیں خبر ہو ہوا ہوں بات سے صفاۓ ہے تو تیرے مشتری سے,0.9230769230769231,0.0,3.0,26,24
LSTM,RMSprop,LSTM_RMSprop,شام,Evening,1.3,شام بنے جائے حقائق کرے اجازت غذا ہم دیوانا کو ہیں غالبؔ تاثیر پر کچھ چھپا ہے میں گدگدا ٹھہرا نہ صحرا ہوتی ہے دشمن ہو,0.9615384615384616,0.0,3.5,26,25
LSTM,RMSprop,LSTM_RMSprop,یاد,Memory,0.7,یاد اور ہے تو نہ ہم سے مجھے تو آج بہت نہ ہو گا ہم میں بھی دل کا ہے دل کہیں نہ ہو ہوتا ہے,0.6923076923076923,0.040000000000000036,2.423076923076923,26,18
LSTM,RMSprop,LSTM_RMSprop,یاد,Memory,1.0,یاد جو منایا ہو ہوں گی نہیں قمار لہروں میں یہ جلالی پلک ہے اکھاڑے کی گاروں کی ہوائیں سیں مسافرو مجھے رہا نہیں مجھ سے,0.9230769230769231,0.0,3.5,26,24
LSTM,RMSprop,LSTM_RMSprop,یاد,Memory,1.3,یاد کس آنکھوں سے دوبارہ جیسے نبھاتے کیوں ہے تم بہت غریبوں میں کاسے ہیں یہ مگر دلایا وہ اک جلالی بھی تبدل بھی تھی وہ,0.9230769230769231,0.0,3.4615384615384617,26,24
LSTM,RMSprop,LSTM_RMSprop,خوشی,Happiness,0.7,خوشی میں تھی اسی پہ لیے ہر کہ اس کی دن کاشانہ ہے ہم گے تو تھے جو کیا یا نہ نہ ہوتا ہے کہ جانا,0.8846153846153846,0.0,2.6153846153846154,26,23
LSTM,RMSprop,LSTM_RMSprop,خوشی,Happiness,1.0,خوشی کی ذات کا غنچۂ بے لڑکا تھی تو نے داغ ہے جانا ہے کرے میں شرمندۂ دایم دور ہے وحشت سا داریٔ ہم نہ میری,0.9230769230769231,0.0,3.0384615384615383,26,24
LSTM,RMSprop,LSTM_RMSprop,خوشی,Happiness,1.3,خوشی موت سے بٹے نے ہستیٔ فرمودۂ تپیدن اظہار ہے نگہی روکے وراثت ترچھی بار بال نہیں دل غم قراری جمی نے رنگیٔ فاختہ اپمان وقار,0.9615384615384616,0.0,3.769230769230769,26,25
LSTM,SGD,LSTM_SGD,محبت,Love,0.7,محبت کو <OOV> کو کیا جائے ہے مجھے ہے بھی ہم ہو کر بھی ہے ہم ہم خوش کیا ہے کرو اسے کرو ہم ہے سکے,0.5769230769230769,0.0,2.6923076923076925,26,15
LSTM,SGD,LSTM_SGD,محبت,Love,1.0,محبت تجھ کرتے ہیں زینت دست رفو بھی کوئے بیٹھے ہیں وجد دوست ہو ہو سے ہیں حالات آ کوئی رسم آئے گیر ہوں بھی گا,0.8461538461538461,0.0,3.1538461538461537,26,22
LSTM,SGD,LSTM_SGD,محبت,Love,1.3,محبت ہیں یکتا رکھ بھی میں کیا گزرا ہو گمانی چلے ہاتھ تو خراش خاک ہوئے رونق ہے جمال معاملہ رہزن کا قدر گی اختصار عام,1.0,0.0,3.4615384615384617,26,26
LSTM,SGD,LSTM_SGD,دل,Heart,0.7,دل کو کیا میں راجدھانی ہیں طرف میں در میں لیے جانا ہے پائے جو تمہیں نہ ہے جانے نہیں ہے دنیا اس دیا ہے کوئی,0.8076923076923077,0.0,3.1153846153846154,26,21
LSTM,SGD,LSTM_SGD,دل,Heart,1.0,دل ہیں بہار گھڑی گوار جو ہونے کو بجا دنوں کیا یارو نیچے گے آتا بھی نکلے لہو ہے مجھے میں فیصلہ کو ہیں سرور ہوتے,0.9230769230769231,0.0,3.269230769230769,26,24
LSTM,SGD,LSTM_SGD,دل,Heart,1.3,دل یہ چھالے عالم غالبؔ ولے کے انہیں کو یاراں رہا الٹی جائے جلاد نہیں بنے بیدلؔ تک کہ رب کرو دست جسے تھی زندہ کہ,0.9615384615384616,0.0,3.3076923076923075,26,25
LSTM,SGD,LSTM_SGD,شام,Evening,0.7,شام ہم کے ویرانہ ہے خیال کا تیرے مبارک گا ہے سکتی نہ ہے دل ہے کیا جو نما پھر ہم ہے ہے تو تیرا کیا,0.7307692307692307,0.0,2.769230769230769,26,19
LSTM,SGD,LSTM_SGD,شام,Evening,1.0,شام کے فرمائیے اب مند یارو ہم دن آگاہی کہتے میں دیا تھی تھی جائے بات ہیں ہو پہنچے نہیں ہو ڈال میرے درباں گئے مجھے,0.9230769230769231,0.0,3.423076923076923,26,24
LSTM,SGD,LSTM_SGD,شام,Evening,1.3,شام کیوں یادگار سن انکار وجد پہ تھکنے ہوں یکسر ہو گھرا کوئی تر گے درندوں مر گئیں ہم چوک گا دل تھا آ ہیں دیتا,1.0,0.0,3.1923076923076925,26,26
LSTM,SGD,LSTM_SGD,یاد,Memory,0.7,یاد سے ہوا ہے آج نظر میں مجھے تو ہے میرا منزل ہے مدت نے گزر کوئی چل ہے سوتی آگے ہے دل ہم گا نہیں,0.8461538461538461,0.0,2.730769230769231,26,22
LSTM,SGD,LSTM_SGD,یاد,Memory,1.0,یاد میں اظہار کر بجھا اس نکلے کا ساتھ کلی ہے چل اکیلا زندگی ہیں پانچ کہیں دوست کیا ہے کوئی جائیں ریزہ میں اور کچھ,0.9230769230769231,0.0,3.3846153846153846,26,24
LSTM,SGD,LSTM_SGD,یاد,Memory,1.3,یاد بھولا یارو دشمن سے بجے او میں کو لیے کے بھولی اب سمجھائے تن میرا نہ ہم نہ تھی تھا پوچھ اختلاط ہو میرے تنہا,0.9615384615384616,0.0,3.269230769230769,26,25
LSTM,SGD,LSTM_SGD,خوشی,Happiness,0.7,خوشی ہو کو کہاں ہے میرے جی ہے ناکام مجھ رہے ہے دینا ہو ہے چلے گا دکھ میں تھی آغاز ساتھ پر ملا رہے ہے,0.7692307692307693,0.040000000000000036,2.8846153846153846,26,20
LSTM,SGD,LSTM_SGD,خوشی,Happiness,1.0,خوشی ہے ایڑیوں خوف نہ نثار تھا ان کسی ہے تبریز دس باتیں ہے بھی دیتے طلب ہے تا سمجھتے سے دل گیر کا ہوں تو,0.8846153846153846,0.0,3.0384615384615383,26,23
LSTM,SGD,LSTM_SGD,خوشی,Happiness,1.3,خوشی سے دو نالۂ حد پہ مانوس لب پاتا بجلیاں کا اسدؔ تو مارے نظر اچھا ہی نہ ہے وفائی پرخلوص یگانہ اندازے ہوگی جا میرا,1.0,0.0,3.4615384615384617,26,26
Transformer,Adam,Transformer_Adam,محبت,Love,0.7,محبت پر کے میں ہے نہ ہے نہ تک میں ہے سے ہے کی کہ نہ ہی ہے کی کو نہ ہے ہے ہے ہے <OOV>,0.5,0.24,2.269230769230769,26,13
Transformer,Adam,Transformer_Adam,محبت,Love,1.0,محبت ہو اک آیا ہے جائے پنجۂ بال وہ میری تنہا کی میں خیال کرنا گھر عاشق لیتے آہ تماشائے لیے میں یار زلف نے کہاں,0.9615384615384616,0.0,3.269230769230769,26,25
Transformer,Adam,Transformer_Adam,محبت,Love,1.3,محبت مشت تسلیم کر جائے کافر بن ظلمت ہیں حسن خاک موج بنائے ہے ہم قتل بدن انفاس کے گھر رہزن سرشتہ کلیجے مری مہ کارخانے,1.0,0.0,3.5,26,26
Transformer,Adam,Transformer_Adam,دل,Heart,0.7,دل سارا ہے کی اور کا نہیں تو میری ہے میں کر ترے فریاد کے میں سے سے نہ سے ہے ہے سے بات رنگ کیا,0.7307692307692307,0.0,2.6153846153846154,26,19
Transformer,Adam,Transformer_Adam,دل,Heart,1.0,دل اب کیا ہے اتراؤ پر ہی اب بلبل والے نازنیں میں تازگی کام سایا قطرہ نخواستہ ہیں طرح ناتواں کی دیدار مانی کوئی ایک زیادہ,0.9615384615384616,0.0,3.6538461538461537,26,25
Transformer,Adam,Transformer_Adam,دل,Heart,1.3,دل جائیے کرتا ترے روشن کہتے مل پیڑوں شش ہے تھیں ڈوبیں انہیں کا ہے یہاں رندانہ چھیڑے نظارہ سینکڑوں کو نام پرستی ماتھے نہ مزاج,0.9615384615384616,0.0,3.8076923076923075,26,25
Transformer,Adam,Transformer_Adam,شام,Evening,0.7,شام یہ میں ہے ہے کی ہے نہیں سے کی کی دار ہمیں اس میں ہے کی نہیں کوئی ہے میں تو کی نہ کے کیا,0.5769230769230769,0.07999999999999996,2.5384615384615383,26,15
Transformer,Adam,Transformer_Adam,شام,Evening,1.0,شام فسانہ میں کہ کیا خدا آنسوؤں چھوڑا گھٹا ہیں و کیا اپنا کوں اے ہم پہلے سب پردے میں پردہ سنا پوچھا مستی کی سہی,0.9230769230769231,0.0,3.3076923076923075,26,24
Transformer,Adam,Transformer_Adam,شام,Evening,1.3,شام دید سامان لالۂ کا رسم داد ہے مقتل اثر نیازی رہنا سے دکھلا رباب راتیں دبی پہ ضامن سوگ گل ہاتھ لخت وفا نامور ہوئی,1.0,0.0,3.5,26,26
Transformer,Adam,Transformer_Adam,یاد,Memory,0.7,یاد ہے بات ہے ٹک دل تو اور ہوں کو میں رنگ باقی پن کی نہیں دشمنی کو تم بت میں کوئی کر کو بندگی یا,0.8461538461538461,0.0,2.730769230769231,26,22
